,poi,bonus,deferral_payments,deferred_income,exercised_stock_options,expenses,from_messages,from_poi_to_this_person,from_this_person_to_poi,long_term_incentive,other,restricted_stock,restricted_stock_deferred,salary,shared_receipt_with_poi,to_messages,total_payments,total_stock_value,total_bonus,total_millions,fraction_to_poi,fraction_from_poi
31,False,250000.0,0.0,-485813.0,0.0,59175.0,59.0,4.0,0.0,180250.0,427316.0,659249.0,0.0,187922.0,233.0,383.0,618850.0,659249.0,250000.0,1.278099,0.0,0.010443864229765013
32,False,750000.0,0.0,0.0,1451869.0,25785.0,12.0,106.0,3.0,1105218.0,1568.0,189041.0,0.0,210692.0,599.0,904.0,2093263.0,1640910.0,2201869.0,3.734173,0.25,0.1172566371681416
33,False,8000000.0,0.0,0.0,4158995.0,49537.0,2585.0,528.0,411.0,2035380.0,1552.0,1008149.0,0.0,339288.0,3962.0,7259.0,10425757.0,5167144.0,12158995.0,15.592901,0.15899419729206962,0.07273729163796666
34,False,600000.0,0.0,0.0,17378.0,41626.0,74.0,115.0,4.0,335349.0,25553.0,141833.0,0.0,206121.0,552.0,714.0,1208649.0,159211.0,617378.0,1.36786,0.05405405405405406,0.16106442577030813
35,False,0.0,0.0,-36666.0,0.0,228656.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228656.0,0.0,0.0,0.228656,0.0,0.0
36,False,600000.0,0.0,0.0,1550019.0,3475.0,63.0,305.0,14.0,556416.0,473.0,315068.0,0.0,250100.0,1902.0,2572.0,1410464.0,1865087.0,2150019.0,3.275551,0.2222222222222222,0.11858475894245724
37,False,0.0,0.0,0.0,7509039.0,14689.0,221.0,204.0,49.0,0.0,0.0,381285.0,0.0,96840.0,1063.0,1671.0,111529.0,7890324.0,7509039.0,8.001853,0.22171945701357465,0.12208258527827648
38,False,0.0,0.0,-101250.0,0.0,27942.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27942.0,0.0,0.0,0.027942,0.0,0.0
39,False,0.0,0.0,0.0,0.0,0.0,1061.0,35.0,38.0,0.0,0.0,346663.0,0.0,0.0,571.0,2649.0,0.0,346663.0,0.0,0.346663,0.03581526861451461,0.01321253303133258
40,False,0.0,684694.0,0.0,1599641.0,0.0,0.0,0.0,0.0,93750.0,874.0,0.0,0.0,80818.0,0.0,0.0,860136.0,1599641.0,1599641.0,2.459777,0.0,0.0
41,False,0.0,0.0,-25000.0,412878.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87492.0,412878.0,412878.0,0.50037,0.0,0.0
42,False,0.0,85430.0,0.0,2070306.0,8211.0,230.0,8.0,0.0,5145434.0,2818454.0,0.0,0.0,349487.0,477.0,1522.0,8407016.0,2070306.0,2070306.0,10.477322,0.0,0.005256241787122208
43,False,0.0,181755.0,0.0,343434.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,57.0,181755.0,343434.0,343434.0,0.525189,0.0,0.0
44,False,0.0,93585.0,0.0,0.0,0.0,0.0,0.0,0.0,365625.0,680833.0,0.0,0.0,6615.0,0.0,0.0,1146658.0,0.0,0.0,1.146658,0.0,0.0
45,False,350000.0,0.0,-400729.0,4890344.0,78552.0,0.0,0.0,0.0,0.0,12961.0,1788391.0,0.0,170941.0,0.0,0.0,211725.0,6678735.0,5240344.0,6.89046,0.0,0.0
46,False,750000.0,0.0,-75000.0,0.0,9410.0,0.0,0.0,0.0,175000.0,150656.0,417619.0,0.0,261516.0,0.0,0.0,1271582.0,417619.0,750000.0,1.689201,0.0,0.0
47,False,3000000.0,0.0,0.0,3282960.0,57838.0,556.0,186.0,24.0,808346.0,301026.0,2796177.0,0.0,510364.0,3920.0,6019.0,4677574.0,6079137.0,6282960.0,10.756711,0.04316546762589928,0.03090214321315833
48,False,200000.0,0.0,0.0,601438.0,21530.0,0.0,0.0,0.0,2234774.0,53775.0,407503.0,0.0,182245.0,0.0,0.0,2692324.0,1008941.0,801438.0,3.701265,0.0,0.0
49,False,1100000.0,842924.0,-719000.0,1056320.0,0.0,16.0,12.0,0.0,1725545.0,947.0,360528.0,0.0,251654.0,114.0,136.0,3202070.0,1416848.0,2156320.0,4.618918,0.0,0.08823529411764706
50,False,0.0,-102500.0,0.0,3285.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44093.0,0.0,0.0,0.0,102500.0,-44093.0,3285.0,0.058407,0.0,0.0
51,False,850000.0,0.0,0.0,636246.0,48405.0,44.0,10.0,27.0,375304.0,60814.0,259907.0,0.0,231946.0,178.0,209.0,1566469.0,896153.0,1486246.0,2.462622,0.6136363636363636,0.04784688995215311
52,False,1100000.0,0.0,0.0,1623010.0,81364.0,2742.0,92.0,194.0,554422.0,540.0,1478269.0,0.0,365038.0,2189.0,3329.0,2101364.0,3101279.0,2723010.0,5.202643,0.07075127644055434,0.02763592670471613
53,False,300000.0,0.0,-575000.0,591250.0,0.0,19.0,10.0,11.0,275000.0,152055.0,576792.0,0.0,247338.0,379.0,460.0,399393.0,1168042.0,891250.0,1.567435,0.5789473684210527,0.021739130434782608
54,False,700000.0,0.0,0.0,0.0,0.0,38.0,37.0,13.0,476451.0,111122.0,698920.0,0.0,257486.0,2565.0,2647.0,1545059.0,698920.0,700000.0,2.243979,0.34210526315789475,0.013978088401964487
55,False,0.0,0.0,0.0,1624396.0,11892.0,0.0,0.0,0.0,0.0,0.0,869220.0,0.0,216582.0,0.0,0.0,228474.0,2493616.0,1624396.0,2.72209,0.0,0.0
56,False,0.0,0.0,-113784.0,0.0,1279.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1279.0,0.0,0.0,0.001279,0.0,0.0
57,False,400000.0,1130036.0,-33333.0,880290.0,43057.0,222.0,61.0,48.0,0.0,778.0,409554.0,-409554.0,197091.0,742.0,1238.0,1737629.0,880290.0,1280290.0,2.617919,0.21621621621621623,0.049273021001615507
58,False,1200000.0,1295738.0,-1386055.0,6680544.0,11200.0,0.0,0.0,0.0,1586055.0,2660303.0,3942714.0,0.0,267102.0,0.0,0.0,5634343.0,10623258.0,7880544.0,16.257601,0.0,0.0
59,False,900000.0,649584.0,-694862.0,2542813.0,0.0,1053.0,156.0,71.0,769862.0,400572.0,901657.0,0.0,330546.0,2333.0,3523.0,2355702.0,3444470.0,3442813.0,5.800172,0.06742640075973409,0.04428044280442804
60,False,0.0,0.0,0.0,1324578.0,0.0,36.0,0.0,0.0,0.0,0.0,560170.0,0.0,0.0,10.0,517.0,0.0,1884748.0,1324578.0,1.884748,0.0,0.0
61,False,0.0,0.0,0.0,372205.0,0.0,0.0,0.0,0.0,0.0,0.0,153686.0,-153686.0,0.0,0.0,0.0,0.0,372205.0,372205.0,0.372205,0.0,0.0
62,False,0.0,0.0,0.0,759557.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,759557.0,759557.0,0.759557,0.0,0.0
63,False,700000.0,0.0,0.0,0.0,37172.0,4343.0,144.0,386.0,0.0,566.0,126027.0,0.0,231330.0,2639.0,7315.0,969068.0,126027.0,700000.0,1.095095,0.08887865530739121,0.01968557758031442
64,False,0.0,0.0,0.0,59539.0,0.0,19.0,0.0,0.0,0.0,0.0,161602.0,0.0,0.0,127.0,672.0,0.0,221141.0,59539.0,0.221141,0.0,0.0
65,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,362096.0,0.0,0.0,0.0,0.0,0.0,362096.0,0.0,0.0,0.362096,0.0,0.0
66,False,325000.0,831299.0,-583325.0,1668260.0,0.0,30.0,22.0,7.0,200000.0,1425.0,388167.0,0.0,259996.0,337.0,400.0,1034395.0,2056427.0,1993260.0,3.090822,0.23333333333333334,0.055
67,False,700000.0,0.0,-280000.0,187500.0,48357.0,0.0,0.0,0.0,150000.0,416441.0,480632.0,0.0,262663.0,0.0,0.0,1297461.0,668132.0,887500.0,1.965593,0.0,0.0
68,False,1150000.0,2157527.0,-934484.0,608750.0,76169.0,1941.0,180.0,61.0,983346.0,52382.0,524169.0,-329825.0,374125.0,1847.0,4009.0,3859065.0,803094.0,1758750.0,4.662159,0.03142709943328181,0.04489897730107259
69,False,850000.0,0.0,0.0,4346544.0,50936.0,146.0,17.0,0.0,540751.0,2.0,1552453.0,0.0,357091.0,215.0,671.0,1798780.0,5898997.0,5196544.0,7.697777,0.0,0.02533532041728763
70,False,0.0,0.0,0.0,9803.0,0.0,0.0,0.0,0.0,0.0,0.0,75838.0,0.0,0.0,0.0,0.0,0.0,85641.0,9803.0,0.085641,0.0,0.0
71,False,450000.0,0.0,0.0,1297049.0,81353.0,0.0,0.0,0.0,0.0,1085463.0,13847074.0,0.0,317543.0,0.0,0.0,1934359.0,15144123.0,1747049.0,17.078482,0.0,0.0
72,False,0.0,0.0,-25000.0,431750.0,0.0,0.0,0.0,0.0,0.0,0.0,44093.0,-44093.0,0.0,0.0,0.0,83750.0,431750.0,431750.0,0.5155,0.0,0.0
73,False,0.0,0.0,-25000.0,0.0,1413.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84992.0,0.0,0.0,0.084992,0.0,0.0
74,False,0.0,0.0,-103750.0,0.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,0.0,0.0,0.000148,0.0,0.0
75,False,2000000.0,0.0,0.0,1441898.0,178979.0,2681.0,94.0,83.0,554422.0,1191.0,630137.0,0.0,304110.0,1730.0,3221.0,3038702.0,2072035.0,3441898.0,5.110737,0.030958597538232,0.029183483390251473
76,False,0.0,50591.0,0.0,176378.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50591.0,176378.0,176378.0,0.226969,0.0,0.0
77,False,0.0,2964506.0,0.0,2282768.0,4994.0,17.0,10.0,17.0,0.0,0.0,0.0,0.0,130724.0,119.0,128.0,3100224.0,2282768.0,2282768.0,5.382992,1.0,0.078125
78,False,1000000.0,0.0,0.0,15364167.0,32047.0,0.0,0.0,0.0,0.0,1829457.0,8453763.0,0.0,261879.0,0.0,0.0,3123383.0,23817930.0,16364167.0,26.941313,0.0,0.0
79,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119292.0,0.0,0.0,0.119292,0.0,0.0
80,False,750000.0,77716.0,0.0,1637034.0,63791.0,52.0,20.0,15.0,100000.0,972.0,969729.0,0.0,329078.0,856.0,1184.0,1321557.0,2606763.0,2387034.0,3.92832,0.28846153846153844,0.016891891891891893
81,False,600000.0,227449.0,0.0,3181250.0,0.0,29.0,0.0,0.0,0.0,0.0,563798.0,0.0,265214.0,300.0,533.0,1092663.0,3745048.0,3781250.0,4.837711,0.0,0.0
82,False,0.0,0.0,0.0,754966.0,0.0,34.0,35.0,5.0,0.0,0.0,363428.0,0.0,0.0,589.0,719.0,0.0,1118394.0,754966.0,1.118394,0.14705882352941177,0.048678720445062586
83,False,900000.0,0.0,-125000.0,506765.0,228763.0,49.0,52.0,0.0,0.0,51587.0,441096.0,0.0,263413.0,1469.0,1744.0,1318763.0,947861.0,1406765.0,2.266624,0.0,0.02981651376146789
84,False,0.0,0.0,-25000.0,371750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77492.0,371750.0,371750.0,0.449242,0.0,0.0
85,False,0.0,0.0,-10800.0,0.0,51870.0,0.0,0.0,0.0,256191.0,401130.0,384930.0,0.0,63744.0,0.0,0.0,762135.0,384930.0,0.0,1.147065,0.0,0.0
86,False,0.0,0.0,0.0,2165172.0,28093.0,19.0,28.0,5.0,312500.0,1553729.0,3654808.0,0.0,85274.0,437.0,496.0,1979596.0,5819980.0,2165172.0,7.799576,0.2631578947368421,0.056451612903225805
87,False,1000000.0,0.0,0.0,2022048.0,41953.0,6759.0,140.0,387.0,300000.0,1231.0,4131594.0,0.0,404338.0,3639.0,12754.0,1747522.0,6153642.0,3022048.0,7.901164,0.05725699067909454,0.010976948408342482
88,False,100000.0,181993.0,0.0,1362375.0,0.0,0.0,0.0,0.0,554422.0,162.0,0.0,0.0,162779.0,0.0,0.0,999356.0,1362375.0,1462375.0,2.361731,0.0,0.0
89,False,350000.0,0.0,0.0,664461.0,23870.0,16.0,1.0,8.0,556416.0,285414.0,956775.0,0.0,199157.0,723.0,936.0,1414857.0,1621236.0,1014461.0,3.036093,0.5,0.0010683760683760685
90,False,1000000.0,0.0,0.0,8191755.0,35812.0,0.0,0.0,0.0,694862.0,374689.0,126027.0,0.0,262788.0,0.0,0.0,2368151.0,8317782.0,9191755.0,10.685933,0.0,0.0
91,False,788750.0,0.0,0.0,0.0,53122.0,18.0,12.0,0.0,0.0,0.0,0.0,0.0,288589.0,41.0,111.0,1130461.0,0.0,788750.0,1.130461,0.0,0.10810810810810811
92,False,0.0,178980.0,0.0,257817.0,3486.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182466.0,257817.0,257817.0,0.440283,0.0,0.0
93,False,0.0,7961.0,0.0,0.0,0.0,12.0,16.0,0.0,0.0,0.0,151418.0,0.0,0.0,50.0,504.0,7961.0,151418.0,0.0,0.159379,0.0,0.031746031746031744
94,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,662086.0,-472568.0,0.0,0.0,0.0,0.0,189518.0,0.0,0.189518,0.0,0.0
95,False,0.0,0.0,-5104.0,4046157.0,56301.0,29.0,39.0,0.0,0.0,864523.0,1757552.0,-560222.0,477.0,465.0,566.0,916197.0,5243487.0,4046157.0,6.159684,0.0,0.06890459363957598
96,False,800000.0,0.0,-41250.0,117551.0,27861.0,33.0,0.0,4.0,0.0,494.0,378082.0,0.0,314288.0,71.0,102.0,1101393.0,495633.0,917551.0,1.597026,0.12121212121212122,0.0
97,False,600000.0,187469.0,0.0,281073.0,116337.0,136.0,24.0,6.0,422158.0,2401.0,213063.0,0.0,248146.0,2477.0,3136.0,1576511.0,494136.0,881073.0,2.070647,0.04411764705882353,0.007653061224489796
98,False,0.0,0.0,-121284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3750.0,0.0,0.0,0.00375,0.0,0.0
99,False,0.0,774401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,463261.0,-94556.0,0.0,0.0,0.0,774401.0,368705.0,0.0,1.143106,0.0,0.0
100,False,0.0,0.0,0.0,0.0,103773.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213071.0,0.0,0.0,0.213071,0.0,0.0
101,False,0.0,0.0,0.0,664375.0,0.0,215.0,25.0,2.0,0.0,0.0,94556.0,0.0,0.0,508.0,1433.0,0.0,758931.0,664375.0,0.758931,0.009302325581395349,0.017445917655268667
102,False,400000.0,0.0,0.0,400478.0,57580.0,45.0,11.0,2.0,125000.0,330.0,196983.0,0.0,229284.0,395.0,2192.0,812194.0,597461.0,800478.0,1.409655,0.044444444444444446,0.005018248175182482
103,False,0.0,1848227.0,0.0,493489.0,0.0,28.0,0.0,0.0,0.0,0.0,462384.0,0.0,0.0,22.0,232.0,1848227.0,955873.0,493489.0,2.8041,0.0,0.0
104,False,0.0,0.0,0.0,192758.0,55097.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55097.0,192758.0,192758.0,0.247855,0.0,0.0
105,False,0.0,0.0,0.0,5127155.0,0.0,0.0,0.0,0.0,0.0,0.0,950730.0,0.0,0.0,0.0,0.0,0.0,6077885.0,5127155.0,6.077885,0.0,0.0
106,False,250000.0,0.0,0.0,185063.0,10181.0,56.0,25.0,19.0,0.0,2435.0,540672.0,0.0,288558.0,117.0,258.0,551174.0,725735.0,435063.0,1.276909,0.3392857142857143,0.09689922480620156
107,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,False,500000.0,0.0,0.0,0.0,16514.0,0.0,0.0,0.0,0.0,356071.0,511734.0,0.0,239502.0,0.0,0.0,1112087.0,511734.0,500000.0,1.623821,0.0,0.0
109,False,0.0,0.0,0.0,0.0,49288.0,41.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,761.0,1486.0,49288.0,0.0,0.0,0.049288,0.024390243902439025,0.008748317631224764
110,False,300000.0,0.0,0.0,28798.0,31653.0,67.0,7.0,0.0,0.0,0.0,0.0,0.0,655037.0,728.0,898.0,1386690.0,28798.0,328798.0,1.415488,0.0,0.0077951002227171495
111,False,0.0,0.0,0.0,0.0,475.0,19.0,4.0,7.0,0.0,0.0,2217299.0,0.0,0.0,471.0,573.0,475.0,2217299.0,0.0,2.217774,0.3684210526315789,0.006980802792321117
112,False,650000.0,0.0,0.0,607837.0,137767.0,1215.0,74.0,65.0,0.0,705.0,379164.0,0.0,269076.0,4527.0,15149.0,1057548.0,987001.0,1257837.0,2.044549,0.053497942386831275,0.0048848108786058485
0,0,5249999.0,2144013.0,-2334434.0,953136.0,17355.0,484.0,228.0,108.0,0.0,210698.0,157569.0,0.0,213999.0,5521.0,7991.0,5501630.0,1110705.0,6203135.0,6.612335,0.2231404958677686,0.028532098610937303
1,0,1350000.0,0.0,-833.0,0.0,65907.0,27.0,140.0,15.0,974293.0,1621.0,252055.0,0.0,278601.0,1593.0,1858.0,2669589.0,252055.0,1350000.0,2.921644,0.5555555555555556,0.07534983853606028
2,0,1500000.0,0.0,-3117011.0,5538001.0,34039.0,32.0,32.0,21.0,1617011.0,11350.0,853064.0,0.0,243293.0,1035.0,1045.0,288682.0,6391065.0,7038001.0,6.679747,0.65625,0.03062200956937799
3,0,3000000.0,0.0,0.0,2291113.0,86174.0,3069.0,66.0,609.0,1294981.0,1661.0,1323148.0,0.0,365163.0,2097.0,3093.0,4747979.0,3614261.0,5291113.0,8.36224,0.198435972629521,0.02133850630455868
4,0,1000000.0,0.0,-235000.0,0.0,30674.0,49.0,58.0,12.0,350000.0,307895.0,2502063.0,0.0,415189.0,1585.0,1892.0,1868758.0,2502063.0,1000000.0,4.370821,0.24489795918367346,0.0306553911205074
5,0,1700000.0,0.0,0.0,0.0,98849.0,27.0,40.0,1.0,69223.0,1936.0,441096.0,0.0,211788.0,900.0,1320.0,2081796.0,441096.0,1700000.0,2.522892,0.037037037037037035,0.030303030303030304
6,0,2000000.0,6426990.0,-3367011.0,10433518.0,86987.0,21.0,242.0,6.0,1617011.0,7427621.0,4188667.0,0.0,1060932.0,2979.0,3275.0,17252530.0,14622185.0,12433518.0,31.874715,0.2857142857142857,0.07389312977099237
7,0,0.0,0.0,-98784.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32460.0,-32460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0,800000.0,0.0,-300000.0,765920.0,96268.0,22.0,188.0,11.0,0.0,891.0,315068.0,0.0,278601.0,772.0,865.0,875760.0,1080988.0,1565920.0,1.956748,0.5,0.21734104046242775
9,0,100000.0,51365.0,-200000.0,4160672.0,8409.0,0.0,0.0,0.0,156250.0,202052.0,201483.0,-140264.0,76399.0,0.0,0.0,394475.0,4221891.0,4260672.0,4.616366,0.0,0.0
10,0,0.0,3131860.0,0.0,5210569.0,0.0,1073.0,44.0,15.0,0.0,0.0,2046079.0,0.0,0.0,1074.0,2350.0,3131860.0,7256648.0,5210569.0,10.388508,0.013979496738117428,0.01872340425531915
11,0,0.0,0.0,0.0,850477.0,0.0,26.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,739.0,952.0,0.0,850477.0,850477.0,0.850477,0.0,0.01050420168067227
12,0,0.0,0.0,0.0,1426469.0,0.0,25.0,39.0,18.0,0.0,0.0,405999.0,0.0,0.0,583.0,613.0,0.0,1832468.0,1426469.0,1.832468,0.72,0.0636215334420881
13,0,0.0,0.0,-38346.0,0.0,2151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2151.0,0.0,0.0,0.002151,0.0,0.0
14,0,800000.0,0.0,-1284000.0,8831913.0,51124.0,909.0,64.0,20.0,484000.0,7482.0,1787380.0,-1787380.0,492375.0,1401.0,2181.0,550981.0,8831913.0,9631913.0,9.382894,0.022002200220022004,0.029344337459880788
15,0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,1.0,0.0,0.0,47304.0,0.0,0.0,3.0,58.0,0.0,47304.0,0.0,0.047304,0.0625,0.0
16,0,425000.0,875307.0,-775241.0,2027865.0,52255.0,0.0,0.0,0.0,415657.0,1105.0,315068.0,-315068.0,210500.0,0.0,0.0,1204583.0,2027865.0,2452865.0,3.232448,0.0,0.0
17,0,0.0,0.0,-51042.0,0.0,116335.0,0.0,0.0,0.0,0.0,465357.0,1034346.0,0.0,174246.0,0.0,0.0,704896.0,1034346.0,0.0,1.739242,0.0,0.0
